ID,NAME,TEAMGAME,GAMEPLAYED,DATE,AGE,TEAM,HOME/AWAY,OPP,WIN/LOSS,MARGIN,START,MIN,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAMESCORE,+/-
ID,NAME,TEAMGAME,GAMEPLAYED,DATE,AGE,TEAM,HOME/AWAY,OPP,WIN/LOSS,MARGIN,START,MIN,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAMESCORE,+/-
