ID,NAME,SEASON,AGE,TEAM,POS,G,GS,MIN,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,EFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
139,Vincent Askew,1993-94,27,SEA,SG,80,3,21.1,3.4,7.1,.481,0.1,0.4,.194,3.3,6.7,.498,.487,2.2,2.6,.829,0.8,1.6,2.3,2.4,0.9,0.2,0.9,1.8,9.1
139,Vincent Askew,1994-95,28,SEA,SG,71,1,24.2,3.5,7.1,.492,0.4,1.3,.330,3.1,5.8,.529,.523,2.5,3.4,.739,0.9,1.6,2.5,2.5,0.7,0.2,1.2,2.7,9.9
139,Vincent Askew,1995-96,29,SEA,SG,69,2,25.0,3.1,6.3,.493,0.4,1.2,.337,2.7,5.1,.531,.526,1.8,2.3,.764,0.9,2.2,3.2,2.4,0.7,0.2,1.4,2.6,8.4
139,Vincent Askew,1996-97,30,TOT,SG,43,0,19.5,1.9,4.3,.435,0.2,0.6,.292,1.7,3.8,.457,.454,1.6,2.0,.795,0.6,1.7,2.3,2.1,0.4,0.1,1.1,2.9,5.6
139,Vincent Askew,1996-97,30,NJN,SG,1,0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
139,Vincent Askew,1996-97,30,IND,SG,41,0,20.0,1.9,4.5,.432,0.2,0.6,.292,1.8,3.9,.453,.451,1.7,2.1,.791,0.6,1.8,2.4,2.2,0.4,0.1,1.0,3.0,5.7
139,Vincent Askew,1996-97,30,DEN,SG,1,0,9.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0
139,Vincent Askew,1997-98,31,POR,SG,30,5,14.8,0.6,1.8,.352,0.0,0.1,.000,0.6,1.7,.365,.352,0.9,1.3,.718,0.7,1.6,2.3,1.3,0.6,0.2,1.2,1.3,2.2
140,Keith Askins,1990-91,23,MIA,SF,39,1,6.8,0.9,2.1,.420,0.2,0.6,.240,0.7,1.4,.500,.457,0.3,0.6,.480,0.8,1.0,1.7,0.5,0.4,0.3,0.3,1.2,2.2
140,Keith Askins,1991-92,24,MIA,SF,59,4,14.3,1.4,3.5,.410,0.4,1.2,.342,1.0,2.2,.447,.471,0.4,0.6,.703,1.1,1.3,2.4,0.6,0.7,0.3,0.8,1.8,3.7
140,Keith Askins,1992-93,25,MIA,SF,69,1,13.6,1.3,3.1,.413,0.3,0.9,.338,1.0,2.1,.446,.465,0.4,0.6,.725,1.1,1.8,2.9,0.4,0.4,0.4,0.5,2.0,3.3
140,Keith Askins,1993-94,26,MIA,SF,37,0,8.6,1.0,2.4,.409,0.1,0.6,.190,0.9,1.8,.478,.432,0.2,0.3,.900,0.9,1.3,2.2,0.4,0.3,0.0,0.6,1.5,2.3
140,Keith Askins,1994-95,27,MIA,SF,50,5,17.1,1.6,4.1,.391,0.4,1.6,.269,1.2,2.6,.465,.442,0.9,1.1,.807,1.7,2.2,4.0,0.8,0.7,0.3,0.5,2.2,4.6
140,Keith Askins,1995-96,28,MIA,SF,75,14,25.3,2.1,5.2,.402,1.3,3.2,.418,0.8,2.1,.377,.528,0.6,0.8,.789,1.5,2.8,4.3,1.6,0.6,0.8,1.1,3.6,6.1
140,Keith Askins,1996-97,29,MIA,SF,78,30,22.7,1.8,4.1,.433,0.9,2.2,.401,0.9,1.9,.469,.541,0.5,0.7,.672,1.1,2.4,3.5,1.0,0.7,0.2,0.8,2.5,4.9
140,Keith Askins,1997-98,30,MIA,SF,46,12,14.8,0.8,2.7,.320,0.5,1.6,.284,0.4,1.0,.375,.406,0.3,0.4,.632,0.6,1.6,2.2,0.6,0.6,0.3,0.6,2.3,2.4
140,Keith Askins,1998-99,31,MIA,SF,33,13,12.6,0.6,1.9,.323,0.2,0.9,.276,0.4,1.0,.364,.387,0.2,0.2,.625,0.3,1.0,1.3,0.3,0.5,0.1,0.4,1.8,1.6
141,Don Asmonga,1953-54,25,BLB,,7,,6.6,0.3,2.1,.133, , , , , , , ,0.1,0.1,1.000,,,0.1,0.7, , , ,1.7,0.7
142,Dick Atha,1955-56,24,NYK,SG,25,,11.5,1.4,3.5,.409, , , , , , , ,0.8,1.1,.778,,,1.7,1.3, , , ,1.6,3.7
142,Dick Atha,1957-58,26,DET,SG,18,,8.9,0.9,2.6,.362, , , , , , , ,0.6,0.7,.833,,,1.3,1.1, , , ,1.3,2.4
143,Chucky Atkins,1999-00,25,ORL,PG,82,0,19.8,3.8,9.0,.424,0.7,2.0,.350,3.1,7.0,.445,.462,1.2,1.6,.729,0.2,1.3,1.5,3.7,0.6,0.0,1.7,1.7,9.5
143,Chucky Atkins,2000-01,26,DET,PG,81,75,29.2,4.7,11.8,.399,1.5,4.2,.357,3.2,7.6,.423,.463,1.1,1.6,.692,0.3,1.8,2.1,4.1,0.8,0.1,1.8,2.3,12.0
143,Chucky Atkins,2001-02,27,DET,PG,79,62,28.9,4.7,10.0,.466,1.7,4.3,.411,2.9,5.7,.507,.553,1.1,1.5,.692,0.4,1.6,2.0,3.3,0.9,0.1,1.6,2.2,12.1
143,Chucky Atkins,2002-03,28,DET,PG,65,7,21.5,2.6,7.2,.361,1.3,3.7,.355,1.3,3.4,.368,.454,0.6,0.8,.816,0.3,1.2,1.5,2.7,0.4,0.1,1.2,1.7,7.1
143,Chucky Atkins,2003-04,29,TOT,PG,64,24,24.1,3.0,7.6,.397,1.3,3.8,.336,1.7,3.8,.457,.480,1.1,1.5,.753,0.1,1.3,1.5,3.5,0.7,0.0,1.4,1.6,8.4
143,Chucky Atkins,2003-04,29,DET,PG,40,0,18.8,2.2,5.9,.374,1.1,3.3,.323,1.2,2.6,.438,.464,0.8,1.1,.721,0.2,1.1,1.2,2.4,0.5,0.0,1.2,1.5,6.2
143,Chucky Atkins,2003-04,29,BOS,PG,24,24,33.0,4.3,10.4,.418,1.6,4.6,.351,2.7,5.8,.471,.496,1.8,2.3,.778,0.1,1.8,1.9,5.3,1.1,0.0,1.8,1.8,12.0
143,Chucky Atkins,2004-05,30,LAL,PG,82,82,35.4,4.7,11.1,.426,2.1,5.5,.387,2.6,5.5,.466,.523,2.0,2.5,.803,0.4,2.0,2.4,4.4,0.9,0.0,1.8,2.2,13.6
143,Chucky Atkins,2005-06,31,TOT,PG-SG,71,41,24.1,3.2,8.1,.394,1.4,3.9,.354,1.8,4.2,.431,.479,1.8,2.3,.791,0.3,1.4,1.7,2.8,0.6,0.0,1.2,2.1,9.5
143,Chucky Atkins,2005-06,31,WAS,SG,28,2,19.7,2.4,6.2,.379,1.2,3.3,.359,1.2,2.9,.402,.474,0.8,1.1,.710,0.4,1.2,1.6,2.5,0.5,0.0,1.1,2.1,6.7
143,Chucky Atkins,2005-06,31,MEM,PG,43,39,27.0,3.7,9.3,.401,1.5,4.2,.352,2.2,5.0,.442,.481,2.5,3.1,.811,0.3,1.5,1.7,3.0,0.7,0.0,1.3,2.2,11.4
143,Chucky Atkins,2006-07,32,MEM,PG,75,23,27.5,4.1,9.5,.434,1.5,4.1,.379,2.6,5.5,.474,.515,3.4,4.1,.810,0.2,1.6,1.9,4.6,0.7,0.1,1.7,1.8,13.2
143,Chucky Atkins,2007-08,33,DEN,SG,24,0,14.7,1.8,5.1,.344,1.0,3.3,.316,0.7,1.8,.395,.447,0.2,0.4,.444,0.1,1.2,1.3,2.0,0.4,0.0,0.4,1.1,4.7
143,Chucky Atkins,2008-09,34,TOT,PG,33,0,12.5,1.0,3.4,.301,0.5,1.7,.263,0.6,1.7,.339,.367,0.5,0.5,.938,0.2,0.6,0.7,1.8,0.3,0.1,0.7,0.8,3.0
143,Chucky Atkins,2008-09,34,DEN,PG,14,0,8.2,0.6,1.9,.333,0.4,1.2,.294,0.3,0.7,.400,.426,0.3,0.3,1.000,0.0,0.4,0.4,2.0,0.1,0.1,0.7,0.4,1.9
143,Chucky Atkins,2008-09,34,OKC,PG,19,0,15.6,1.3,4.5,.291,0.5,2.1,.250,0.8,2.4,.326,.349,0.6,0.6,.917,0.3,0.7,0.9,1.6,0.4,0.1,0.7,1.2,3.7
143,Chucky Atkins,2009-10,35,DET,PG,40,11,16.1,1.4,3.9,.363,0.6,1.8,.301,0.9,2.1,.417,.433,0.6,0.7,.926,0.1,0.6,0.7,2.3,0.4,0.0,0.8,1.3,4.0
144,Al Attles,1960-61,24,PHW,PG,77,,20.1,2.9,7.1,.409, , , , , , , ,1.3,2.1,.599,,,2.8,2.3, , , ,3.1,7.0
144,Al Attles,1961-62,25,PHW,PG,75,,32.9,4.6,9.7,.474, , , , , , , ,2.1,3.6,.592,,,4.7,4.4, , , ,3.7,11.3
144,Al Attles,1962-63,26,SFW,PG,71,,26.4,4.2,8.9,.478, , , , , , , ,1.9,2.9,.646,,,2.9,2.6, , , ,3.6,10.4
144,Al Attles,1963-64,27,SFW,PG,70,,26.9,4.1,9.1,.452, , , , , , , ,2.6,3.9,.673,,,3.4,2.8, , , ,3.6,10.9
144,Al Attles,1964-65,28,SFW,PG,73,,23.7,3.5,9.1,.384, , , , , , , ,2.3,3.8,.624,,,3.3,2.8, , , ,3.3,9.3
144,Al Attles,1965-66,29,SFW,PG,79,,26.0,4.6,9.2,.503, , , , , , , ,1.9,3.2,.611,,,4.1,2.8, , , ,3.4,11.2
144,Al Attles,1966-67,30,SFW,PG,69,,25.6,3.1,6.8,.454, , , , , , , ,1.3,2.2,.583,,,4.7,3.9, , , ,3.8,7.4
144,Al Attles,1967-68,31,SFW,PG,67,,29.7,3.8,8.1,.467, , , , , , , ,2.2,3.2,.694,,,4.1,5.8, , , ,4.2,9.8
144,Al Attles,1968-69,32,SFW,PG,51,,29.7,3.2,7.0,.451, , , , , , , ,1.9,2.9,.638,,,3.5,6.0, , , ,3.6,8.2
144,Al Attles,1969-70,33,SFW,PG,45,,15.0,1.7,4.5,.386, , , , , , , ,1.7,2.5,.664,,,1.6,3.2, , , ,2.3,5.1
144,Al Attles,1970-71,34,SFW,PG,34,,9.4,0.6,1.6,.407, , , , , , , ,0.7,1.2,.585,,,1.2,1.7, , , ,1.7,2.0
145,Chet Aubuchon,1946-47,30,DTF,,30,,,0.8,3.0,.253, , , , , , , ,0.6,1.2,.543,,,,0.7, , , ,1.5,2.2
146,Stacey Augmon,1991-92,23,ATL,SG,82,82,30.5,5.4,11.0,.489,0.0,0.1,.167,5.4,10.9,.492,.490,2.6,3.9,.666,2.3,2.8,5.1,2.5,1.5,0.3,2.2,2.0,13.3
146,Stacey Augmon,1992-93,24,ATL,SG,73,66,28.9,5.4,10.8,.501,0.0,0.1,.000,5.4,10.8,.504,.501,3.1,4.2,.739,1.9,2.0,3.9,2.3,1.2,0.2,2.2,1.9,14.0
146,Stacey Augmon,1993-94,25,ATL,SG,82,82,31.8,5.4,10.5,.510,0.0,0.1,.143,5.3,10.4,.513,.510,4.1,5.3,.764,2.2,2.6,4.8,2.3,1.8,0.5,1.8,2.2,14.8
146,Stacey Augmon,1994-95,26,ATL,SG,76,76,31.1,5.2,11.5,.453,0.1,0.3,.269,5.1,11.2,.459,.457,3.3,4.6,.728,2.1,2.8,4.8,2.6,1.3,0.6,2.0,2.1,13.9
146,Stacey Augmon,1995-96,27,ATL,SF,77,49,29.8,4.7,9.6,.491,0.0,0.1,.250,4.7,9.5,.492,.491,3.3,4.1,.792,1.8,2.2,3.9,1.8,1.4,0.4,1.8,2.4,12.7
146,Stacey Augmon,1996-97,28,TOT,SG,60,10,15.7,1.8,3.7,.477,0.0,0.0,,1.8,3.7,.477,.477,1.2,1.6,.711,0.8,1.5,2.3,0.9,0.7,0.3,1.1,1.5,4.7
146,Stacey Augmon,1996-97,28,DET,SG,20,3,14.6,1.6,3.9,.403,0.0,0.0,,1.6,3.9,.403,.403,1.4,2.1,.683,0.7,1.8,2.5,0.8,0.5,0.5,1.4,1.5,4.5
146,Stacey Augmon,1996-97,28,POR,SG,40,7,16.3,1.9,3.6,.517,0.0,0.0,,1.9,3.6,.517,.517,1.0,1.4,.732,0.8,1.4,2.2,1.0,0.8,0.2,0.9,1.5,4.7
146,Stacey Augmon,1997-98,29,POR,SG,71,23,20.4,2.2,5.2,.414,0.0,0.1,.143,2.2,5.1,.419,.415,1.3,2.2,.603,1.5,1.8,3.3,1.2,0.8,0.5,1.1,2.0,5.7
146,Stacey Augmon,1998-99,30,POR,SF,48,21,18.2,1.6,3.6,.448,0.0,0.0,.000,1.6,3.6,.453,.448,1.1,1.6,.684,1.0,1.6,2.6,1.2,1.2,0.4,0.6,1.7,4.3
146,Stacey Augmon,1999-00,31,POR,SG,59,0,11.7,1.4,3.0,.474,0.0,0.0,.000,1.4,2.9,.480,.474,0.6,0.9,.673,0.7,1.3,2.0,0.9,0.5,0.2,0.6,1.2,3.4
146,Stacey Augmon,2000-01,32,POR,SG,66,23,17.9,1.9,4.0,.477,0.0,0.1,.000,1.9,4.0,.485,.477,0.9,1.3,.655,0.9,1.5,2.4,1.5,0.7,0.3,0.7,1.6,4.7
146,Stacey Augmon,2001-02,33,CHH,SG,77,3,17.1,1.8,4.3,.427,0.0,0.0,.000,1.8,4.2,.431,.427,1.0,1.3,.762,0.8,2.2,2.9,1.3,0.7,0.2,0.7,1.5,4.6
146,Stacey Augmon,2002-03,34,NOH,SG,70,3,12.3,1.1,2.7,.411,0.0,0.1,.000,1.1,2.6,.427,.411,0.8,1.0,.750,0.4,1.3,1.7,1.0,0.4,0.1,0.6,1.1,3.0
146,Stacey Augmon,2003-04,35,NOH,SF,69,24,20.5,2.1,5.0,.412,0.0,0.1,.143,2.1,4.9,.418,.414,1.6,2.0,.791,0.8,1.8,2.5,1.2,0.8,0.2,1.1,1.7,5.8
146,Stacey Augmon,2004-05,36,ORL,SF,55,7,12.1,1.2,3.0,.407,0.0,0.0,,1.2,3.0,.407,.407,1.0,1.4,.740,0.8,1.0,1.8,0.7,0.4,0.1,0.6,1.5,3.5
146,Stacey Augmon,2005-06,37,ORL,SF,36,3,10.7,0.7,2.0,.342,0.0,0.0,,0.7,2.0,.342,.342,0.6,0.8,.700,0.5,1.0,1.5,0.6,0.3,0.2,0.3,1.1,2.0
147,D.J. Augustin,2008-09,21,CHA,PG,72,12,26.5,3.7,8.6,.430,1.5,3.4,.439,2.2,5.2,.424,.517,2.9,3.2,.893,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8
147,D.J. Augustin,2009-10,22,CHA,PG,80,2,18.4,2.1,5.4,.386,0.9,2.2,.393,1.2,3.2,.381,.467,1.3,1.6,.779,0.1,1.1,1.2,2.4,0.6,0.1,0.9,1.6,6.4
147,D.J. Augustin,2010-11,23,CHA,PG,82,82,33.6,4.9,11.7,.416,1.4,4.1,.333,3.5,7.6,.461,.474,3.3,3.6,.906,0.5,2.3,2.7,6.1,0.7,0.0,1.9,1.9,14.4
147,D.J. Augustin,2011-12,24,CHA,PG,48,46,29.3,3.8,10.1,.376,1.3,3.7,.341,2.5,6.4,.396,.438,2.2,2.5,.875,0.5,1.8,2.3,6.4,0.8,0.0,2.3,1.4,11.1
147,D.J. Augustin,2012-13,25,IND,PG,76,5,16.1,1.4,3.9,.350,0.9,2.5,.353,0.5,1.4,.346,.464,1.1,1.3,.838,0.3,0.9,1.2,2.2,0.4,0.0,0.9,0.8,4.7
147,D.J. Augustin,2013-14,26,TOT,PG,71,9,27.3,4.2,10.1,.415,1.9,4.7,.401,2.3,5.4,.427,.508,2.8,3.2,.885,0.2,1.6,1.8,4.4,0.7,0.0,1.8,2.1,13.1
147,D.J. Augustin,2013-14,26,TOR,PG,10,0,8.2,0.7,2.4,.292,0.1,1.1,.091,0.6,1.3,.462,.313,0.6,0.6,1.000,0.0,0.4,0.4,1.0,0.1,0.0,0.9,0.7,2.1
147,D.J. Augustin,2013-14,26,CHI,PG,61,9,30.4,4.8,11.4,.419,2.2,5.3,.411,2.6,6.1,.426,.514,3.2,3.6,.882,0.2,1.8,2.1,5.0,0.9,0.0,1.9,2.3,14.9
147,D.J. Augustin,2014-15,27,TOT,PG,82,14,24.0,3.1,7.9,.399,1.0,3.0,.337,2.1,4.9,.436,.463,2.2,2.5,.868,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,9.5
147,D.J. Augustin,2014-15,27,DET,PG,54,13,23.8,3.5,8.5,.410,0.9,2.8,.327,2.6,5.8,.450,.463,2.7,3.1,.870,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6
147,D.J. Augustin,2014-15,27,OKC,PG,28,1,24.2,2.5,6.6,.371,1.2,3.4,.354,1.3,3.2,.389,.462,1.1,1.3,.861,0.3,1.9,2.2,3.1,0.6,0.0,1.3,1.1,7.3
147,D.J. Augustin,2015-16,28,TOT,PG,62,0,19.0,2.4,5.6,.423,1.1,2.7,.405,1.3,2.9,.440,.520,1.7,2.1,.805,0.1,1.4,1.5,3.2,0.6,0.1,1.4,1.4,7.5
147,D.J. Augustin,2015-16,28,OKC,PG,34,0,15.3,1.4,3.6,.380,0.7,1.8,.393,0.6,1.8,.367,.479,0.8,1.0,.765,0.1,1.1,1.3,1.9,0.4,0.1,0.9,1.2,4.2
147,D.J. Augustin,2015-16,28,DEN,PG,28,0,23.5,3.6,8.2,.445,1.6,3.8,.411,2.1,4.4,.475,.541,2.8,3.4,.819,0.1,1.8,1.9,4.7,0.9,0.1,1.9,1.6,11.6
147,D.J. Augustin,2016-17,29,ORL,PG,78,20,19.7,2.5,6.6,.377,1.2,3.5,.347,1.3,3.1,.412,.469,1.7,2.1,.814,0.2,1.3,1.5,2.7,0.4,0.0,1.2,1.3,7.9
147,D.J. Augustin,2017-18,30,ORL,PG,75,36,23.5,3.3,7.2,.452,1.5,3.6,.419,1.7,3.6,.485,.557,2.2,2.5,.868,0.4,1.7,2.1,3.8,0.7,0.0,1.6,1.3,10.2
148,James Augustine,2006-07,22,ORL,PF,2,0,3.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.5,1.0,1.5,1.0,0.0,0.0,0.0,1.0,1.0
148,James Augustine,2007-08,23,ORL,PF,25,0,6.0,0.7,1.4,.529,0.0,0.0,,0.7,1.4,.529,.529,0.2,0.3,.500,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6
149,Isaac Austin,1991-92,22,UTA,C,31,0,3.6,0.7,1.5,.457,0.0,0.0,,0.7,1.5,.457,.457,0.6,1.0,.633,0.4,0.8,1.1,0.2,0.1,0.1,0.3,0.6,2.0
149,Isaac Austin,1992-93,23,UTA,C,46,3,6.7,1.1,2.4,.446,0.0,0.0,.000,1.1,2.4,.450,.446,0.6,1.0,.659,0.8,0.9,1.7,0.1,0.2,0.3,0.5,1.3,2.8
149,Isaac Austin,1993-94,24,PHI,C,14,0,14.4,2.1,4.7,.439,0.0,0.1,.000,2.1,4.6,.446,.439,1.0,1.6,.609,1.8,3.1,4.9,1.2,0.4,0.7,1.2,2.1,5.1
149,Isaac Austin,1996-97,27,MIA,C,82,17,22.9,3.9,7.8,.502,0.0,0.0,.000,3.9,7.8,.505,.502,1.8,2.8,.664,1.7,4.2,5.8,1.2,0.5,0.5,2.0,3.0,9.7
149,Isaac Austin,1997-98,28,TOT,C,78,50,29.1,5.2,11.2,.466,0.0,0.1,.000,5.2,11.1,.470,.466,3.1,4.7,.669,2.6,4.6,7.1,2.2,0.8,0.7,2.6,3.0,13.5
149,Isaac Austin,1997-98,28,MIA,C,52,25,26.4,4.8,10.2,.474,0.0,0.1,.000,4.8,10.2,.476,.474,3.0,4.4,.680,2.3,4.1,6.3,1.7,0.8,0.7,2.3,3.1,12.7
149,Isaac Austin,1997-98,28,LAC,C,26,25,34.4,5.9,13.0,.454,0.0,0.2,.000,5.9,12.8,.461,.454,3.4,5.2,.652,3.1,5.7,8.7,3.4,0.7,0.8,3.4,2.7,15.2
149,Isaac Austin,1998-99,29,ORL,C,49,49,25.7,3.8,9.2,.408,0.0,0.1,.286,3.7,9.1,.410,.411,2.1,3.2,.669,1.7,3.1,4.8,1.8,1.0,0.7,2.3,2.6,9.7
149,Isaac Austin,1999-00,30,WAS,C,59,23,19.9,2.6,6.0,.429,0.0,0.1,.250,2.5,5.9,.431,.430,1.6,2.3,.686,1.1,3.7,4.8,1.3,0.3,0.6,1.8,2.2,6.7
149,Isaac Austin,2000-01,31,VAN,C,52,16,16.3,1.8,5.2,.356,0.1,0.5,.250,1.7,4.7,.366,.367,0.5,0.8,.700,1.0,3.3,4.3,1.1,0.4,0.4,1.0,1.8,4.3
149,Isaac Austin,2001-02,32,MEM,C,21,8,14.6,1.7,4.4,.391,0.0,0.1,.000,1.7,4.2,.404,.391,0.2,0.2,1.000,0.5,2.9,3.4,0.6,0.4,0.2,0.5,1.7,3.6
150,Johnny Austin,1966-67,22,BAL,SG,4,,15.3,1.3,5.5,.227,,,,1.3,5.5,.227,.227,3.3,4.0,.813,,,1.8,1.0, , ,,3.0,5.8
150,Johnny Austin,1967-68,23,NJA,SG,41,,16.9,2.6,6.8,.387,0.0,0.3,.000,2.6,6.5,.403,.387,2.5,3.4,.721,,,1.6,1.4, , ,1.4,2.7,7.7
151,Ken Austin,1983-84,22,DET,SF,7,0,4.0,0.9,1.9,.462,0.0,0.0,,0.9,1.9,.462,.462,0.0,0.0,,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7
152,Anthony Avent,1992-93,23,MIL,PF,82,78,27.9,4.2,9.8,.433,0.0,0.0,.000,4.2,9.8,.434,.433,1.4,2.1,.651,2.2,4.0,6.2,1.1,0.7,0.9,1.7,2.9,9.8
152,Anthony Avent,1993-94,24,TOT,PF,74,40,18.5,2.0,5.4,.377,0.0,0.0,,2.0,5.4,.377,.377,1.2,1.7,.724,1.9,2.6,4.6,0.9,0.4,0.4,1.1,2.0,5.3
152,Anthony Avent,1993-94,24,MIL,PF,33,20,21.1,2.8,6.9,.404,0.0,0.0,,2.8,6.9,.404,.404,1.8,2.4,.772,1.8,2.8,4.7,1.0,0.5,0.6,1.3,1.8,7.4
152,Anthony Avent,1993-94,24,ORL,PF,41,20,16.5,1.4,4.1,.341,0.0,0.0,,1.4,4.1,.341,.341,0.7,1.1,.636,2.0,2.4,4.5,0.8,0.4,0.3,1.0,2.1,3.5
152,Anthony Avent,1994-95,25,ORL,PF,71,3,15.0,1.5,3.4,.430,0.0,0.0,,1.5,3.4,.430,.430,0.7,1.1,.640,1.4,2.8,4.1,0.6,0.4,0.7,0.7,2.4,3.6
152,Anthony Avent,1995-96,26,VAN,PF,71,32,22.3,2.5,6.6,.384,0.0,0.0,,2.5,6.6,.384,.384,0.8,1.1,.740,1.5,3.5,5.0,1.0,0.4,0.6,1.5,2.8,5.8
152,Anthony Avent,1998-99,29,UTA,PF,5,0,8.8,0.8,2.6,.308,0.0,0.0,,0.8,2.6,.308,.308,0.2,0.4,.500,1.6,0.8,2.4,0.2,0.4,0.0,1.4,1.2,1.8
152,Anthony Avent,1999-00,30,LAC,PF,49,3,7.7,0.6,2.0,.302,0.0,0.0,,0.6,2.0,.302,.302,0.5,0.7,.719,0.5,1.0,1.5,0.2,0.3,0.3,0.5,1.3,1.7
153,Bird Averitt,1973-74,21,SAA,SG,74,,22.1,4.6,12.3,.376,0.1,0.7,.180,4.5,11.6,.387,.381,2.1,3.0,.696,0.6,1.0,1.6,1.8,0.9,0.1,1.9,2.2,11.5
153,Bird Averitt,1974-75,22,KEN,SG,84,,24.2,5.0,12.1,.416,0.1,0.6,.149,4.9,11.5,.429,.420,3.0,3.8,.778,0.6,1.6,2.2,3.8,1.0,0.2,2.8,2.5,13.1
153,Bird Averitt,1975-76,23,KEN,SG,78,,29.1,7.0,16.3,.429,0.5,1.6,.313,6.5,14.7,.442,.444,3.4,4.4,.769,0.7,2.0,2.7,3.8,1.4,0.3,2.8,2.7,17.9
153,Bird Averitt,1976-77,24,BUF,SG,75,,15.1,3.1,8.3,.378,,,,3.1,8.3,.378,.378,1.6,2.3,.716,0.3,0.8,1.0,1.8,0.4,0.1,,1.7,7.9
153,Bird Averitt,1977-78,25,TOT,SG,55,,19.7,3.6,8.8,.409,,,,3.6,8.8,.409,.409,1.8,2.6,.709,0.3,1.2,1.5,3.6,0.7,0.2,2.6,2.2,9.0
153,Bird Averitt,1977-78,25,NJN,SG,21,,19.5,3.3,9.0,.367,,,,3.3,9.0,.367,.367,1.7,2.1,.800,0.3,1.2,1.6,3.2,0.8,0.0,2.6,1.8,8.3
153,Bird Averitt,1977-78,25,BUF,SG,34,,19.9,3.8,8.7,.436,,,,3.8,8.7,.436,.436,1.9,2.8,.667,0.3,1.2,1.5,3.8,0.6,0.2,2.6,2.5,9.5
154,William Avery,1999-00,20,MIN,PG,59,1,8.2,0.9,3.1,.309,0.3,1.1,.286,0.6,2.0,.322,.359,0.4,0.6,.667,0.1,0.5,0.7,1.5,0.2,0.0,0.7,1.0,2.6
154,William Avery,2000-01,21,MIN,PG,55,0,8.4,1.0,2.6,.382,0.3,1.1,.271,0.7,1.5,.459,.438,0.5,0.7,.778,0.1,0.4,0.5,1.4,0.2,0.1,0.8,0.9,2.8
154,William Avery,2001-02,22,MIN,PG,28,0,9.2,0.9,3.2,.289,0.2,1.3,.171,0.7,2.0,.364,.322,0.5,0.7,.684,0.1,0.7,0.9,1.3,0.3,0.0,0.7,0.6,2.5
155,Dennis Awtrey,1970-71,22,PHI,C,70,,18.5,2.9,6.0,.475,,,,2.9,6.0,.475,.475,1.5,2.2,.662,,,6.1,1.3,,,,3.0,7.2
155,Dennis Awtrey,1971-72,23,PHI,C,58,,13.7,1.7,3.8,.441,,,,1.7,3.8,.441,.441,0.8,1.3,.645,,,4.3,0.9,,,,2.4,4.2
155,Dennis Awtrey,1972-73,24,TOT,C,82,,20.6,1.8,3.7,.479,,,,1.8,3.7,.479,.479,1.0,1.9,.562,,,5.5,2.7,,,,2.9,4.6
155,Dennis Awtrey,1972-73,24,PHI,C,3,,12.3,1.0,2.3,.429,,,,1.0,2.3,.429,.429,0.3,1.3,.250,,,4.7,0.7,,,,2.7,2.3
155,Dennis Awtrey,1972-73,24,CHI,C,79,,20.9,1.8,3.8,.480,,,,1.8,3.8,.480,.480,1.1,1.9,.570,,,5.5,2.8,,,,2.9,4.7
155,Dennis Awtrey,1973-74,25,CHI,C,68,,11.1,1.0,1.8,.528,,,,1.0,1.8,.528,.528,0.8,1.4,.574,0.7,1.8,2.6,1.3,0.3,0.2,,1.9,2.7
155,Dennis Awtrey,1974-75,26,PHO,C,82,,34.6,4.1,8.8,.470,,,,4.1,8.8,.470,.470,1.6,2.4,.677,3.0,5.6,8.6,4.2,0.7,0.6,,2.8,9.9
155,Dennis Awtrey,1975-76,27,PHO,C,74,,18.6,1.9,4.1,.467,,,,1.9,4.1,.467,.467,1.0,1.5,.688,1.3,2.7,4.0,2.1,0.3,0.3,,2.1,4.9
155,Dennis Awtrey,1976-77,28,PHO,C,72,,24.4,2.2,5.2,.429,,,,2.2,5.2,.429,.429,1.3,1.8,.722,1.5,3.4,4.9,2.5,0.3,0.4,,2.4,5.7
155,Dennis Awtrey,1977-78,29,PHO,C,81,,20.0,1.4,3.3,.424,,,,1.4,3.3,.424,.424,0.9,1.3,.633,1.2,2.5,3.7,2.0,0.2,0.3,1.6,1.9,3.6
155,Dennis Awtrey,1978-79,30,TOT,C,63,,11.8,0.7,1.7,.411,,,,0.7,1.7,.411,.411,0.7,0.9,.732,0.7,1.7,2.4,1.1,0.3,0.2,0.8,1.7,2.0
